University,Course,Level,Official URL,URL is course-specific?,Fee status,Figure found (CAD),Note,Gaurav: annual intl fee (CAD),Gaurav: source URL,Gaurav: notes
"uOttawa","Master of Engineering Chemical Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-chemical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Civil Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-civil-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Electrical and Computer Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-electrical-computer-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Electrical and Computer Engineering and Concentration Applied Artificial Intelligence","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-electrical-computer-engineering-concentration-applied-artificial-intelligence/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Engineering Management","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-engineering-management/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Environmental Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-environmental-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering in Entrepreneurial Engineering Design","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-entrepreneurial-engineering-design/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering in Systems Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-systems-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering in Systems Engineering, Concentration in Interdisciplinary Artificial Intelligence","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-systems-engineering-concentration-interdisciplinary-artificial-intelligence/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Management (Online)","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-engineering-management-online/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Engineering Mechanical Engineering","Master","https://catalogue.uottawa.ca/en/graduate/master-engineering-mechanical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Fine Arts Theatre Directing","Master","https://catalogue.uottawa.ca/en/graduate/master-fine-arts-theatre-directing/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Fine Arts Visual Arts","Master","https://catalogue.uottawa.ca/en/graduate/master-fine-arts-visual-arts/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Health Administration (MHA)","Master","https://catalogue.uottawa.ca/en/graduate/master-health-administration-mha/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Health Sciences Audiology","Master","https://catalogue.uottawa.ca/en/graduate/master-health-sciences-audiology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Health Sciences Occupational Therapy","Master","https://catalogue.uottawa.ca/en/graduate/master-health-sciences-occupational-therapy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Health Sciences Physiotherapy","Master","https://catalogue.uottawa.ca/en/graduate/master-health-sciences-physiotherapy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Health Sciences Speech-Language Pathology","Master","https://catalogue.uottawa.ca/en/graduate/master-health-sciences-speechlanguage-pathology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Human Kinetics with Concentration Mental Performance Consulting","Master","https://catalogue.uottawa.ca/en/graduate/master-human-kinetics-concentration-mental-performance-consulting/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Human Kinetics with Concentration Sport Management","Master","https://catalogue.uottawa.ca/en/graduate/master-human-kinetics-concentration-sport-management/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Information Studies (Bilingual)","Master","https://catalogue.uottawa.ca/en/graduate/master-information-studies-bilingual/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Information Studies (Bilingual) and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-information-studies-bilingual-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Interdisciplinary Artificial Intelligence (Online)","Master","https://catalogue.uottawa.ca/en/graduate/master-interdisciplinary-applied-artificial-intelligence-online/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM)","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Global Sustainability and Environmental Law","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-global-sustainability-environmental-law/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Health Law, Policy and Ethics","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-health-law-policy-ethics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration International Humanitarian and Security Law","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-international-humanitarian-security-law/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration International Trade and Foreign Investment","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-international-trade-foreign-investment/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Law and Social Justice","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-law-social-justice/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Law and Technology","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-law-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Legislative Studies","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-legislative-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Concentration Notarial Law","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-concentration-notarial-law/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Laws (LLM) and Specialization Feminist and Gender Studies","Master","https://catalogue.uottawa.ca/en/graduate/master-laws-llm-specialization-feminist-gender-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Music and Concentration Composition","Master","https://catalogue.uottawa.ca/en/graduate/master-music-concentration-in-composition/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Music and Concentration Performance","Master","https://catalogue.uottawa.ca/en/graduate/master-music-concentration-in-performance/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Public Health, Concentration in Global Health","Master","https://catalogue.uottawa.ca/en/graduate/master-public-health-concentration-global-health/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Public Health, Concentration in Public Health Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-public-health-concentration-public-health-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Public Health Concentration in Public Health Practice","Master","https://catalogue.uottawa.ca/en/graduate/master-public-health-concentration-public-health-practice/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biochemistry","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biochemistry/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biochemistry and Specialization Bioinformatics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biochemistry-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biochemistry and Specialization Human and Molecular Genetics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biochemistry-specialization-human-molecular-genetics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biology and Specialization Bioinformatics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biology-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biology and Specialization Chemical and Environmental Toxicology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biology-specialization-chemical-environmental-toxicology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Biology and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-biology-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Cellular and Molecular Medicine","Master","https://catalogue.uottawa.ca/en/graduate/master-science-cellular-molecular-medicine/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Cellular and Molecular Medicine and Specialization Bioinformatics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-cellular-molecular-medicine-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Cellular and Molecular Medicine and Specialization Human and Molecular Genetics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-cellular-molecular-medicine-specialization-human-molecular-genetics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Chemistry","Master","https://catalogue.uottawa.ca/en/graduate/master-science-chemistry/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Chemistry and Specialization Chemical and Environmental Toxicology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-chemistry-specialization-chemical-environmental-toxicology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Chemistry and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-chemistry-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Chemistry Concentration in Biomolecular Science","Master","https://catalogue.uottawa.ca/en/graduate/master-science-chemistry-concentration-biomolecular-science/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Clinical Science and Translational Medicine","Master","https://catalogue.uottawa.ca/en/graduate/master-science-clinical-science-translational-medicine/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Digital Transformation and Innovation","Master","https://catalogue.uottawa.ca/en/graduate/master-science-digital-transformation-innovation/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Earth Sciences","Master","https://catalogue.uottawa.ca/en/graduate/master-science-earth-sciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Earth Sciences and Specialization Chemical and Environmental Toxicology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-earth-sciences-specialization-chemical-environmental-toxicology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Earth Sciences and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-earth-sciences-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Environmental Sustainability","Master","https://catalogue.uottawa.ca/en/graduate/master-science-environmental-sustainability/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Geography","Master","https://catalogue.uottawa.ca/en/graduate/master-science-geography/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Geography and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-geography-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Health Systems","Master","https://catalogue.uottawa.ca/en/graduate/master-science-health-systems/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Human Kinetics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-human-kinetics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Clinical Research","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-clinical-research/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Epidemiology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-epidemiology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Global Health Research","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-global-health-research/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Health Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-health-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Health Technology Assessment","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-health-technology-assessment/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Epidemiology and Applied Health Research, Concentration in Implementation Science","Master","https://catalogue.uottawa.ca/en/graduate/master-science-epidemiology-applied-health-research-concentration-implementation-science/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science in Management","Master","https://catalogue.uottawa.ca/en/graduate/master-science-management/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Interdisciplinary Health Sciences","Master","https://catalogue.uottawa.ca/en/graduate/master-science-interdisciplinary-health-sciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Interdisciplinary Health Sciences with Concentration Integrative Health Biosciences","Master","https://catalogue.uottawa.ca/en/graduate/master-science-interdisciplinary-health-sciences-concentration-integrative-health-biosciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Interdisciplinary Health Sciences with Concentration Population and Public Health","Master","https://catalogue.uottawa.ca/en/graduate/master-science-interdisciplinary-health-sciences-concentration-population-public-health/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Interdisciplinary Health Sciences with Concentration Technologies and Innovation in Health Sciences","Master","https://catalogue.uottawa.ca/en/graduate/master-science-interdisciplinary-health-sciences-concentration-technologies-innovation-health-sciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Mathematics and Statistics and Concentration Mathematics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-mathematics-statistics-concentration-mathematics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Mathematics and Statistics and Concentration Statistics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-mathematics-statistics-concentration-statistics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Mathematics and Statistics and Specialization Bioinformatics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-mathematics-statistics-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Microbiology and Immunology","Master","https://catalogue.uottawa.ca/en/graduate/master-science-microbiology-immunology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Microbiology and Immunology and Specialization Bioinformatics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-microbiology-immunology-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Neuroscience","Master","https://catalogue.uottawa.ca/en/graduate/master-science-neuroscience/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Neuroscience and Specialization Human and Molecular Genetics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-neuroscience-specialization-human-molecular-genetics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Nursing","Master","https://catalogue.uottawa.ca/en/graduate/master-science-nursing/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Nursing and Specialization Feminist and Gender Studies","Master","https://catalogue.uottawa.ca/en/graduate/master-science-nursing-specialization-feminist-gender-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Nursing - Distance Option","Master","https://catalogue.uottawa.ca/en/graduate/master-science-nursing-virtual/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Nursing with Graduate Diploma for Nurse Practitioners","Master","https://catalogue.uottawa.ca/en/graduate/master-science-nursing-diploma-nurse-practitioners/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Nutrition and Food Biosciences","Master","https://catalogue.uottawa.ca/en/graduate/master-science-nutrition-food-biosciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Physics","Master","https://catalogue.uottawa.ca/en/graduate/master-science-physics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Physics and Concentration Quantum Science","Master","https://catalogue.uottawa.ca/en/graduate/master-science-physics-concentration-quantum-science/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Science Physics and Specialization Science, Society and Policy","Master","https://catalogue.uottawa.ca/en/graduate/master-science-physics-specialization-science-society-policy/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Social Work","Master","https://catalogue.uottawa.ca/en/graduate/master-social-work/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Master of Translation","Master","https://catalogue.uottawa.ca/en/graduate/master-translation/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Programme de droit canadien – Juris Doctor (J.D.) et Licence en droit (LL.L.)","Juris Doctor","https://catalogue.uottawa.ca/en/undergrad/programme-droit-canadien-juris-doctor-jd-licence-droit-lll/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Biochemistry","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-biochemistry-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Biochemistry and Specialization Human and Molecular Genetics","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-biochemistry-specialization-human-molecular-genetics-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Biology","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-biology-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Cellular and Molecular Medicine","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-cellular-molecular-medicine-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Cellular and Molecular Medicine and Specialization Human and Molecular Genetics","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-cellular-molecular-medicine-specialization-human-molecular-genetics-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Microbiology and Immunology","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-microbiology-immunology-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Neuroscience","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-neuroscience-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Undergraduate Medical Education (MD Program) and Doctorate in Philosophy Neuroscience and Specialization Human and Molecular Genetics","PhD","https://catalogue.uottawa.ca/en/undergrad/combined-program-md-phd-neuroscience-specialization-human-molecular-genetics-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Veterinary Technology (DipTech)","Undergraduate Diploma","https://www.dal.ca/study/programs/undergraduate/veterinary-technology-diptech.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Agricultural Business (BSc Agr)","Bachelor","https://www.dal.ca/study/programs/undergraduate/agricultural-business-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Animal Science (BSc Agr)","Bachelor","https://www.dal.ca/study/programs/undergraduate/animal-science-bsc-agr.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Applied Computer Science (BACS)","Bachelor","https://www.dal.ca/study/programs/undergraduate/applied-computer-science-bacs.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Aquaculture (BSc Agr)","Bachelor","https://www.dal.ca/study/programs/undergraduate/aquaculture-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Accounting (BComm)","Bachelor","https://www.dal.ca/study/programs/undergraduate/accounting-bcomm.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Actuarial Science (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/actuarial-science-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Agriculture (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/agriculture-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Arctic Nursing (BScN)","Bachelor","https://www.dal.ca/study/programs/undergraduate/arctic-nursing-bscn.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Arts (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/arts-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Biochemistry (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/biochemistry-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Biology (BSc)(BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/biology-bsc-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Bioveterinary Science (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/bioveterinary-science-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Business Management (DipTech)","Undergraduate Diploma","https://www.dal.ca/study/programs/undergraduate/business-management-diptech.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Canadian Studies (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/canadian-studies-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Chemical Engineering (BEng)","Bachelor","https://www.dal.ca/study/programs/undergraduate/chemical-engineering-beng.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Chemistry (BSc)(BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/chemistry-bsc-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Cinema and Media Studies (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/cinema-media-studies-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Civil Engineering (BEng)","Bachelor","https://www.dal.ca/study/programs/undergraduate/civil-engineering-beng.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Classics (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/classics-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Commerce (BComm)","Bachelor","https://www.dal.ca/study/programs/undergraduate/commerce-bcomm.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Community Design (BCD)","Bachelor","https://www.dal.ca/study/programs/undergraduate/community-design-bcd.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Computer Science (BCS)","Bachelor","https://www.dal.ca/study/programs/undergraduate/computer-science-bcs.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Contemporary Studies (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/contemporary-studies-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Theatre (Costume Studies) (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/costume-studies-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Creative Writing (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/creative-writing-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Health Sciences (Diagnostic Medical Ultrasound) (BHSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/diagnostic-medical-ultrasound-bhsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Early Modern Studies (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/early-modern-studies-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Earth Sciences (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/earth-sciences-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Economics (BSc)","Bachelor","https://www.dal.ca/study/programs/undergraduate/economics-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","EHS Management","Undergraduate Diploma","https://www.dal.ca/study/programs/undergraduate/ehs-management-diploma.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Electrical Engineering (BEng)","Bachelor","https://www.dal.ca/study/programs/undergraduate/electrical-engineering-beng.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Engineering (BEng)","Bachelor","https://www.dal.ca/study/programs/undergraduate/engineering-beng.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","English (BA)","Bachelor","https://www.dal.ca/study/programs/undergraduate/english-ba.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Entrepreneurship & Innovation (BMgmt)","Bachelor","https://www.dal.ca/study/programs/undergraduate/entrepreneurship-innovation-bmgmt.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Environment, Sustainability, and Society (BA)(BSc)(BMgmt)(BCD)(BJH)","Bachelor","https://www.dal.ca/study/programs/undergraduate/environment-sustainability-society-ba-bsc.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Dalhousie","Environmental Engineering (BEng)","Bachelor","https://www.dal.ca/study/programs/undergraduate/environmental-engineering-beng.html","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
